Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Food and Cantines,"13. ""The fruit options in the cafeteria are limited and often not ripe.""",19,1.15,5,1,F,Indonesia, the fruit options in the cafeteria are limited and often not ripe,"13. ""The fruit options in the cafeteria are limited and often not ripe.""",1.0134994,10.662976,0,0.98,Negative,-0.2263,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"14. ""The cafeteria should offer more international cuisine options.""",23,3.88,1,1,F,Indonesia, the cafeteria should offer more international cuisine options,"14. ""The cafeteria should offer more international cuisine options.""",0.83186007,11.0280905,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"15. ""The cantine is always closed during the weekends, which is inconvenient.""",19,4.15,1,1,F,Indonesia, the cantine is always closed during the weekends which is inconvenient,"15. ""The cantine is always closed during the weekends, which is inconvenient.""",-0.10456909,10.074572,0,0.7038,Negative,-0.34,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"16. ""The burgers in the cafeteria are always overcooked.""",19,1.87,1,1,F,Indonesia, the burgers in the cafeteria are always overcooked,"16. ""The burgers in the cafeteria are always overcooked.""",0.9243419,10.324271,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"17. ""The drinks available in the cantine are overpriced.""",23,2.29,3,1,F,Indonesia, the drinks available in the cantine are overpriced,"17. ""The drinks available in the cantine are overpriced.""",0.10484611,9.983539,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"18. ""The cafeteria should offer more healthy options.""",21,2.1,2,1,F,Indonesia, the cafeteria should offer more healthy options,"18. ""The cafeteria should offer more healthy options.""",0.88541764,10.851522,0,0.98,Positive,0.4576,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"19. ""The chips available in the cantine are always stale and overpriced.""",22,4.51,4,1,F,Indonesia, the chips available in the cantine are always stale and overpriced,"19. ""The chips available in the cantine are always stale and overpriced.""",0.38465822,10.032013,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"20. ""The staff in the cafeteria is always friendly and helpful.""",20,2.13,4,1,F,Indonesia, the staff in the cafeteria is always friendly and helpful,"20. ""The staff in the cafeteria is always friendly and helpful.""",0.9305296,10.582572,0,0.98,Positive,0.7184,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"21. ""The cantine should offer more vegetarian options.""",18,4.4,3,1,F,Indonesia, the cantine should offer more vegetarian options,"21. ""The cantine should offer more vegetarian options.""",-0.10888119,10.124604,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"22. ""The pasta in the cafeteria is always overcooked and bland.""",19,3.04,2,1,F,Indonesia, the pasta in the cafeteria is always overcooked and bland,"22. ""The pasta in the cafeteria is always overcooked and bland.""",0.9141466,10.293729,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"23. ""The prices at the cantine are too high for the quality of the food.""",22,4.85,1,1,F,Indonesia, the prices at the cantine are too high for the quality of the food,"23. ""The prices at the cantine are too high for the quality of the food.""",0.119109124,9.985368,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"24. ""The selection of snacks in the cafeteria is limited.""",21,1.49,5,1,F,Indonesia, the selection of snacks in the cafeteria is limited,"24. ""The selection of snacks in the cafeteria is limited.""",1.0184304,10.70559,0,0.98,Negative,-0.2263,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"25. ""The cantine should offer more options for people with food allergies.""",20,3.63,5,1,F,Indonesia, the cantine should offer more options for people with food allergies,"25. ""The cantine should offer more options for people with food allergies.""",-0.10041884,10.046876,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"26. ""The soup in the cafeteria is always too salty.""",23,3.02,5,1,F,Indonesia, the soup in the cafeteria is always too salty,"26. ""The soup in the cafeteria is always too salty.""",0.8945319,10.299793,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"27. ""The sandwiches in the cafeteria are always made with processed meat.""",22,3.88,3,1,F,Indonesia, the sandwiches in the cafeteria are always made with processed meat,"27. ""The sandwiches in the cafeteria are always made with processed meat.""",0.827108,10.275588,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"28. ""The desserts in the cantine are always too sweet and unhealthy.""",19,1.36,3,1,F,Indonesia, the desserts in the cantine are always too sweet and unhealthy,"28. ""The desserts in the cantine are always too sweet and unhealthy.""",0.123942144,9.93815,0,0.7038,Negative,-0.1027,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"29. ""The cantine should offer more organic options.""",23,2.57,1,1,F,Indonesia, the cantine should offer more organic options,"29. ""The cantine should offer more organic options.""",-0.13113365,10.036518,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"30. ""The sushi available in the cafeteria is always stale and overpriced.""",22,1.59,1,1,F,Indonesia, the sushi available in the cafeteria is always stale and overpriced,"30. ""The sushi available in the cafeteria is always stale and overpriced.""",1.0368389,10.346786,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"31. ""The cafeteria should offer more options for people who are lactose intolerant.""",18,1.32,2,1,F,Indonesia, the cafeteria should offer more options for people who are lactose intolerant,"31. ""The cafeteria should offer more options for people who are lactose intolerant.""",0.8521497,10.983732,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"32. ""The cantine should offer more options for people who are gluten intolerant.""",19,1.14,3,1,F,Indonesia, the cantine should offer more options for people who are gluten intolerant,"32. ""The cantine should offer more options for people who are gluten intolerant.""",-0.12977211,10.086506,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"33. ""The food in the cafeteria is always fresh and delicious.""",21,4.12,4,1,M,Indonesia, the food in the cafeteria is always fresh and delicious,"33. ""The food in the cafeteria is always fresh and delicious.""",0.9091474,10.365774,0,0.98,Positive,0.7184,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"34. ""The cantine should offer more options for people who are vegan.""",19,4.14,3,1,F,Indonesia, the cantine should offer more options for people who are vegan,"34. ""The cantine should offer more options for people who are vegan.""",-0.12537128,10.159828,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"35. ""The chips in the cafeteria are always stale and overpriced.""",21,4.94,4,1,F,Indonesia, the chips in the cafeteria are always stale and overpriced,"35. ""The chips in the cafeteria are always stale and overpriced.""",0.9312742,10.270371,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"36. ""The drinks available in the cafeteria are overpriced.""",21,3.61,5,1,F,Indonesia, the drinks available in the cafeteria are overpriced,"36. ""The drinks available in the cafeteria are overpriced.""",1.1926299,10.550085,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"37. ""The cantine should offer more options for people who are on a diet.""",21,4.93,5,1,M,Indonesia, the cantine should offer more options for people who are on a diet,"37. ""The cantine should offer more options for people who are on a diet.""",-0.056039225,9.975284,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
